cell_ID	Chi1	Chi2	
3426	2306.2	42.9101
3427	2188.17	37.8279
3428	2001.07	53.4057
3429	2019.37	33.7072
3430	2072.37	72.2083
3431	2180.79	33.0905
3432	2103.83	42.9926
3433	2534.99	34.5046
3434	2219.43	23.1211
3435	2264.71	43.7364
3436	2626.33	35.051
3437	2651.54	53.5356
3438	2425.37	43.5257
3439	1800.85	43.1615
3440	2068.21	48.839
3441	2228.55	35.6259
3442	2183.11	29.7692
3443	1921.9	30.32
3444	1953.64	44.4991
3445	1804.89	45.4515
3446	2033.85	44.6945
3447	2262.65	40.9187
3448	1941.58	98.1496
3449	2357.5	52.4466
3450	2503.76	57.2006
3451	1912.67	56.0353
3452	1546.4	32.2631
3453	1718.59	57.727
3454	1005.78	26.5504
3455	648.118	37.079
3456	560.271	37.1188
3457	492.362	36.1463
3458	1147.03	37.6973
3459	1335.89	30.1827
3460	1421.15	48.5522
3461	2128.79	27.8067
3462	1426.94	30.2426
3463	1826.52	38.2387
3464	1625.45	47.6299
3465	2272.94	64.6089
3466	1893.87	70.1089
3467	2355.5	40.7751
3468	950.871	34.1097
3469	2107.64	81.5446
3470	1932.98	35.7964
3471	2120.44	51.0593
3472	2208.33	35.0801
3473	1907.21	52.7028
3474	944.459	41.4439
3475	2095.11	51.7297
3476	2275.62	35.0746
3477	1867.45	39.3449
3478	2527.14	65.7677
3479	2090.92	73.4765
3480	1162.73	42.9936
3481	1806.12	36.6333
3482	1787.91	46.497
3483	1855.92	44.2814
3484	1518.5	40.7013
3485	4304.87	79.848
3486	2225.27	44.3938
3487	1800.29	30.7181
3488	-1	-1
3489	1689.4	51.0512
3490	1156.9	36.1896
3491	1514.03	36.239
3492	1558.9	39.5155
3493	457.711	20.7103
3494	1784.64	43.5809
3495	1110.56	32.3851
3496	1283.39	42.414
3497	1262.9	55.3274
3498	1337.1	48.1946
3499	1123.03	36.0016
3500	1334.82	45.8094
3501	1714.24	33.1084
3502	572.701	61.5083
3503	-1	-1
3504	507.985	23.5314
3505	315.883	36.1179
3506	1412.12	45.3207
3507	1185.84	19.3204
3508	1681.05	44.0512
3509	2158.24	77.3487
3510	1803.19	53.1564
3511	1828.28	68.3744
3512	1865.85	31.9375
3513	1786.55	38.2235
3514	1715.37	34.9731
3515	1901.07	43.6185
3516	2440.27	45.3862
3517	2461.76	51.6345
3518	2642.7	46.3164
3519	2875.7	68.1387
3520	1568.81	37.1734
3521	1537.39	39.9981
3522	1514.97	28.4952
3523	1637.15	42.8447
3524	1594.39	40.7986
3525	1460.18	45.9297
3526	1392.96	56.9932
3527	655.199	29.8492
3528	427.648	28.1905
3529	1303.63	43.1401
3530	1230.94	38.9301
3531	1278.89	41.4261
3532	1407.96	36.7191
3533	1526.25	60.2514
3534	1549.64	46.6515
3535	1560.3	36.4872
3536	1526.51	41.38
3537	1622.36	44.8448
3538	1141.2	33.8189
3539	1563.14	30.3968
3540	1605.04	47.124
3541	1430.41	44.1872
3542	1209.29	25.9544
3543	1355.91	51.9095
3544	5334.58	75.9888
3545	946.617	35.3053
3546	1072.73	47.4203
3547	1211.44	57.0214
3548	1220.29	54.8661
3549	979.485	48.0365
3550	408.197	18.752
3551	318.551	39.7894
3552	564.894	17.6776
3553	385.047	32.5046
3554	1128.68	40.6855
3555	1163.03	47.0492
3556	1433.59	40.9973
3557	1481.52	53.909
3558	1622.52	65.9312
3559	1619.87	61.7663
3560	2079.56	52.2943
3561	2139.66	47.7564
3562	1938.23	56.8319
3563	1859.77	48.4523
3564	1255.75	51.0442
3565	1744.98	62.6702
3566	1831.78	47.5118
3567	2794.04	49.5914
3568	1179.78	35.9893
3569	1131.03	36.1233
3570	1471.05	31.3448
3571	1270.76	42.2665
3572	1556.61	75.6393
3573	1506.96	70.1835
3574	1430.04	55.8672
3575	1424.2	83.0247
3576	1310.3	44.5314
3577	1091.94	42.7537
3578	1328.71	28.9363
3579	1111.67	41.3704
3580	1205.26	66.5926
3581	1320.47	64.6801
3582	1500.06	56.3794
3583	1119.52	72.4484
3584	1314.76	25.4732
3585	1291.4	54.0673
3586	1308.81	54.1618
3587	1238.12	58.0159
3588	1317.9	29.7584
3589	1153.84	45.8179
3590	1170.91	40.099
3591	1104.56	54.7946
3592	915.197	37.1744
3593	693.064	38.434
3594	912.566	30.6224
3595	833.609	38.4909
3596	706.575	31.6633
3597	784.947	29.1595
3598	374.88	25.1825
3599	283.78	17.1221
3600	650.191	40.0377
3601	605.695	25.7371
3602	1320.21	57.961
3603	1483.37	28.0335
3604	1974.19	36.9644
3605	1831.74	40.5516
3606	1895.14	75.2431
3607	1637.58	63.5868
3608	1456.53	52.072
3609	1247.85	37.5781
3610	682.783	33.3657
3611	1421.78	47.6676
3612	1342.51	28.8311
3613	1321.01	41.9224
3614	1354.07	33.2997
3615	1158.41	38.3777
3616	1151.98	24.7126
3617	1132.07	39.5293
3618	1061.29	43.4113
3619	1046.53	42.8059
3620	1129.47	49.1368
3621	1126.01	30.0915
3622	1219.7	26.6988
3623	1039.01	46.0052
3624	941.902	31.4337
3625	733.641	57.7628
3626	829.597	16.4934
3627	777.172	60.7262
3628	1038.71	41.8434
3629	1176	31.7322
3630	1047.67	73.5351
3631	1021.32	41.7089
3632	1032.19	42.3836
3633	863.805	21.7313
3634	1007.55	22.5208
3635	865.289	58.8512
3636	820.813	23.2217
3637	768.243	27.5692
3638	779.496	20.5675
3639	668.677	35.6881
3640	965.157	35.5646
3641	954.287	48.6139
3642	970.316	48.1647
3643	817.421	54.6511
3644	948.344	51.6831
3645	746.223	31.7698
3646	366.454	31.4949
3647	334.429	28.2111
3648	368.356	30.7405
3649	353.133	36.8902
3650	1289.76	49.0734
3651	1085.74	31.4154
3652	762.615	23.5921
3653	684.98	24.9667
3654	893.897	60.546
3655	909.733	55.5506
3656	1757.18	33.458
3657	1565.74	44.2617
3658	1427.09	34.9452
3659	1520.51	20.0904
3660	1771.43	34.5335
3661	1574.94	70.2318
3662	1339.58	44.4097
3663	1562.22	55.7399
3664	1149.47	40.2284
3665	1356.62	31.6208
3666	1390.4	61.7857
3667	1042.49	37.0647
3668	1163.61	47.8553
3669	1007.32	55.6937
3670	1208.39	50.1707
3671	1124.47	28.3018
3672	1444.05	59.2906
3673	1156.78	38.6176
3674	1037.36	49.8601
3675	918.06	60.3093
3676	1347.71	49.0755
3677	1032.39	35.3328
3678	1401.83	43.4737
3679	861.769	31.659
3680	1289.56	54.8556
3681	1022.25	22.8367
3682	1165.77	55.4109
3683	905.528	35.3269
3684	1222.18	59.7622
3685	1028.92	24.6366
3686	1113.79	39.8895
3687	986.04	53.3205
3688	1338.08	76.9425
3689	1026.51	33.9528
3690	1068.57	36.7881
3691	1047	50.0109
3692	743.024	32.5814
3693	533.188	21.8011
3694	223.818	10.664
3695	237.97	17.2346
3696	199.38	34.7618
3697	153.787	20.9412
3698	367.706	30.5607
3699	663.955	34.6841
3700	1151.1	37.0112
3701	1333.39	36.1708
3702	1145.04	31.0323
3703	1232.18	30.7225
3704	647.06	32.3368
3705	422.79	31.6171
3706	327.128	25.8097
3707	802.213	17.9522
3708	739.072	37.8657
3709	740.514	32.1947
3710	693.252	27.5683
3711	739.792	40.6124
3712	674.04	26.8836
3713	963.471	40.6487
3714	502.263	21.4292
3715	725.75	48.0144
3716	657.177	18.0486
3717	959.775	40.4276
3718	783.847	37.3559
3719	755.94	73.7145
3720	481.419	34.1576
3721	724.848	41.7715
3722	544.442	54.3385
3723	814.133	48.7921
3724	710.68	35.777
3725	732.838	38.4017
3726	770.227	29.894
3727	798.272	55.0259
3728	543.278	39.6915
3729	737.008	34.378
3730	485.724	22.1919
3731	672.882	50.1179
3732	-1	-1
3733	596.401	32.1001
3734	552.526	35.7439
3735	615.97	37.0987
3736	744.752	30.033
3737	809.225	42.8899
3738	646.61	45.2608
3739	715.138	76.7132
3740	-1	-1
3741	521.336	30.158
3742	234.612	17.0464
3743	207.777	27.3992
3744	158.867	39.8073
3745	-1	-1
3746	342.488	31.2137
3747	210.182	15.6521
3748	-1	-1
3749	324.792	27.0611
3750	414.263	35.1319
3751	243.093	20.0246
3752	662.818	44.232
3753	418.452	28.5715
3754	169.879	37.5812
3755	363.477	39.1829
3756	624.894	25.483
3757	367.677	19.5886
3758	942.079	37.7736
3759	290.437	48.251
3760	780.094	38.5569
3761	253.327	27.786
3762	601.211	44.4308
3763	-1	-1
3764	-1	-1
3765	-1	-1
3766	204.156	20.2774
3767	-1	-1
3768	536.905	45.1426
3769	247.837	26.7494
3770	381.636	26.8386
3771	195.652	34.0262
3772	-1	-1
3773	-1	-1
3774	258.896	33.5075
3775	-1	-1
3776	472.266	27.3005
3777	290.005	22.4156
3778	573.095	34.8703
3779	204.935	29.8046
3780	592.366	30.1316
3781	183.428	20.1477
3782	608.881	24.984
3783	-1	-1
3784	456.346	31.7008
3785	159.862	34.8766
3786	307.189	25.5653
3787	-1	-1
3788	177.515	30.242
3789	-1	-1
3790	156.047	15.6773
3791	-1	-1
3792	514.477	50.3412
3793	302.705	37.2428
3794	888.669	40.2904
3795	636.953	32.9727
3796	-1	-1
3797	889.949	63.5098
3798	1433.32	26.7695
3799	746.317	28.1583
3800	863.721	35.9243
3801	410.838	22.8944
3802	612.975	24.0388
3803	164.872	17.4655
3804	1293.95	27.0034
3805	622.256	42.5317
3806	968.362	28.7742
3807	561.809	42.0981
3808	523.129	37.3731
3809	396.067	37.0375
3810	389.061	28.6547
3811	334.226	29.2576
3812	671.26	43.7779
3813	411.238	38.7642
3814	755.001	22.2611
3815	465.77	33.4794
3816	208.874	24.9482
3817	-1	-1
3818	218.045	26.3973
3819	136.038	29.0155
3820	974.777	25.6209
3821	470.585	26.2264
3822	867.034	21.1176
3823	456.67	50.8092
3824	861.16	32.7898
3825	257.243	22.5716
3826	-1	-1
3827	257.635	25.7249
3828	769.102	30.7077
3829	244.484	26.0536
3830	566.935	30.0628
3831	294.221	36.8587
3832	445.958	33.7157
3833	248.768	28.6848
3834	456.284	29.0961
3835	199.893	24.6922
3836	-1	-1
3837	234.205	17.3926
3838	-1	-1
3839	-1	-1
3840	-1	-1
3841	244.215	18.8309
3842	966.782	50.902
3843	561.523	40.5805
3844	1363.12	48.8793
3845	767.118	75.1191
3846	1268.88	41.4173
3847	737.152	49.8767
3848	2185.88	45.6933
3849	2028.03	113.112
3850	1816.16	46.8023
3851	894.148	46.2793
3852	1558.04	31.6162
3853	705.396	43.2463
3854	-1	-1
3855	659.977	35.3511
3856	710.381	29.3446
3857	464.184	27.7562
3858	2212.32	43.6334
3859	502.942	46.8716
3860	974.274	45.6151
3861	474.307	35.227
3862	842.11	23.6575
3863	389.429	28.0929
3864	880.968	20.8304
3865	462.166	59.4274
3866	893.334	23.4921
3867	441.582	38.3892
3868	665.324	39.6406
3869	342.903	28.171
3870	634.58	21.8804
3871	348.314	37.796
3872	1008.58	39.5882
3873	493.178	20.6158
3874	986.77	29.6194
3875	406.721	26.3274
3876	-1	-1
3877	378.009	36.7608
3878	2414.53	49.1493
3879	395.054	30.4199
3880	680.224	35.4393
3881	265.329	22.9691
3882	589.803	33.0905
3883	226.551	36.324
3884	1626.51	41.1825
3885	170.493	12.1617
3886	233.263	29.6173
3887	-1	-1
3888	511.283	46.9807
3889	251.35	36.7755
3890	1322.5	20.602
3891	682.523	26.2383
3892	1654.56	25.3432
3893	843.583	65.02
3894	1482.8	34.56
3895	879.062	43.4438
3896	1217.68	38.2569
3897	705.12	41.8951
3898	1092.07	39.099
3899	563.802	34.6269
3900	1170.47	29.4147
3901	606.601	44.4169
3902	933.735	30.9069
3903	507.708	34.5576
3904	676.152	39.5619
3905	456.339	37.7188
3906	-1	-1
3907	466.59	45.9881
3908	-1	-1
3909	405.142	26.4627
3910	850.52	37.2303
3911	470.76	39.3951
3912	567.601	51.3575
3913	357.047	32.5832
3914	-1	-1
3915	269.682	17.7651
3916	-1	-1
3917	339.821	28.0635
3918	816.528	37.8754
3919	320.23	26.243
3920	645.846	25.612
3921	262.547	15.2693
3922	661.458	39.5985
3923	248.746	22.8214
3924	683.664	25.45
3925	233.065	26.6625
3926	643.609	32.6248
3927	237.873	17.9196
3928	740.576	37.6598
3929	249.956	23.4239
3930	669.352	34.5465
3931	279.005	29.4478
3932	544.236	21.7327
3933	220.204	36.9083
3934	258.726	30.0182
3935	-1	-1
3936	330.79	35.1025
3937	217.948	24.5539
3938	943.616	42.5637
3939	615.904	52.8749
3940	-1	-1
3941	646.503	62.9238
3942	1161.14	38.9269
3943	782.523	35.5071
3944	1621.16	39.6018
3945	768.82	37.419
3946	1627.94	41.9277
3947	891.308	43.6462
3948	1289.98	28.3052
3949	640.031	34.4548
3950	1517.13	25.9656
3951	686.575	32.4129
3952	1058.15	43.8117
3953	539.169	46.6385
3954	1174.17	25.5291
3955	1350.18	54.1973
3956	1061.41	31.5834
3957	409.067	22.8783
3958	978.429	29.2861
3959	515.784	21.3641
3960	933.264	50.0538
3961	384.979	22.757
3962	-1	-1
3963	387.618	26.4223
3964	758.174	28.0038
3965	275.035	44.587
3966	1026.69	40.4598
3967	388.933	25.2269
3968	1035.74	27.7559
3969	534.158	25.1296
3970	902.404	35.4926
3971	377.43	38.6129
3972	963.911	60.6203
3973	383.28	35.5453
3974	-1	-1
3975	329.414	23.98
3976	653.124	21.3236
3977	252.704	32.0169
3978	721.098	27.0811
3979	151.146	10.9148
3980	185.488	23.9735
3981	-1	-1
3982	-1	-1
3983	-1	-1
3984	483.387	48.6686
3985	245.865	16.3412
3986	1370.71	25.6222
3987	680.459	23.462
3988	1767.07	37.5816
3989	764.345	18.625
3990	1376.57	63.0355
3991	774.279	45.3206
3992	923.195	39.2875
3993	470.136	38.0199
3994	899.577	28.7382
3995	447.315	31.2932
3996	1021.27	51.6079
3997	448.696	37.6521
3998	1037.05	37.215
3999	453.517	34.7647
4000	877.989	45.4416
4001	378.894	34.979
4002	721.324	46.1754
4003	313.484	30.3098
4004	984.497	52.3685
4005	263.947	39.2982
4006	899.713	23.4329
4007	500.791	40.9546
4008	829.945	30.8881
4009	428.69	38.4127
4010	1138.56	44.2686
4011	-1	-1
4012	948.586	33.2324
4013	575.736	36.6593
4014	809.552	25.0681
4015	324.819	16.6786
4016	1296.11	31.9612
4017	477.048	28.5405
4018	1163.33	33.2156
4019	499.279	36.3583
4020	620.204	43.4321
4021	237.561	16.7622
4022	570.849	31.7858
4023	191.429	34.8985
4024	1380.55	29.2138
4025	577.741	42.2026
4026	28246.3	820.643
4027	-1	-1
4028	615.613	17.3339
4029	202.726	29.1268
4030	183.28	24.7902
4031	-1	-1
4032	259.111	33.869
4033	-1	-1
4034	787.299	37.7342
4035	419.985	35.812
4036	1309.18	26.9133
4037	572.491	31.1066
4038	1156.81	40.8754
4039	577.05	33.6725
4040	1572.27	34.7951
4041	618.172	20.6573
4042	1552.05	42.2391
4043	720.056	29.6831
4044	1227.83	36.0673
4045	500.721	25.8945
4046	1314.84	43.6888
4047	1810.49	62.5322
4048	1832.09	61.2254
4049	577.468	39.832
4050	1373.96	21.1823
4051	696.903	26.5323
4052	881.902	43.5944
4053	330.979	24.3631
4054	957.202	34.8009
4055	321.474	28.6589
4056	979.17	22.25
4057	371.097	28.7725
4058	-1	-1
4059	289.659	20.3831
4060	1037.13	25.7021
4061	347.774	22.2439
4062	691.82	28.5417
4063	311.568	26.1365
4064	1160.17	28.762
4065	427.251	25.5571
4066	1133.41	40.3139
4067	388.781	28.4803
4068	1213.51	22.4984
4069	271.968	27.1003
4070	823.691	25.0914
4071	307.328	28.5428
4072	819.698	25.187
4073	209.893	20.937
4074	742.444	34.2167
4075	236.899	20.5174
4076	583.649	33.4825
4077	188.965	18.313
4078	214.085	26.3481
4079	-1	-1
4080	416.665	32.6062
4081	210.356	26.498
4082	1368.12	55.6562
4083	561.228	39.0106
4084	1763.15	46.2983
4085	663.026	22.3927
4086	1510.43	51.3731
4087	749.83	40.346
4088	727.391	26.9229
4089	636.479	37.3483
4090	835.094	29.665
4091	513.212	24.6727
4092	629.267	37.7236
4093	279.05	39.2905
4094	729.478	32.4253
4095	176.358	23.952
4096	1055.46	34.5282
4097	454.511	35.9751
4098	368.598	22.2522
4099	329.041	40.2371
4100	-1	-1
4101	441.103	31.3539
4102	1352.53	47.4355
4103	556.167	36.7328
4104	596.175	39.6001
4105	207.203	23.0095
4106	531.106	24.356
4107	-1	-1
4108	459.88	27.2765
4109	378.521	44.1099
4110	1191.79	46.7321
4111	352.469	20.9773
4112	793.101	40.3075
4113	204.949	22.5387
4114	658.37	48.6603
4115	213.892	17.3852
4116	663.713	43.6178
4117	223.65	35.6146
4118	523.12	35.8695
4119	189.178	16.4614
4120	790.223	35.8158
4121	226.817	34.976
4122	891.257	44.9771
4123	281.771	18.5829
4124	773.809	31.8483
4125	-1	-1
4126	321.634	30.4424
4127	-1	-1
4128	462.999	29.7982
4129	-1	-1
4130	1151.21	32.7693
4131	565.831	27.3263
4132	716.527	30.3412
4133	327.919	19.5914
4134	1263.57	39.794
4135	327.082	33.8352
4136	1573.78	35.9029
4137	533.445	38.926
4138	1343.59	38.481
4139	478.552	35.9349
4140	1426.9	41.7729
4141	306.109	21.6696
4142	1344.12	51.8853
4143	429.096	48.863
4144	1096.38	33.9215
4145	355.107	30.9246
4146	982.914	45.2898
4147	300.967	33.4245
4148	855.705	49.8891
4149	193.396	29.2304
4150	946.103	55.7109
4151	241.084	22.2475
4152	1018.92	42.6328
4153	267.474	30.7595
4154	1120.32	45.5717
4155	257.458	26.8607
4156	530.75	18.7377
4157	139.544	28.1406
4158	699.22	31.8216
4159	153.897	24.9851
4160	1305.82	34.6525
4161	330.2	26.8518
4162	1306.01	23.7161
4163	277.108	29.3011
4164	1132.22	14.7448
4165	305.625	25.9825
4166	1176.37	43.5767
4167	272.728	33.2216
4168	739.031	19.9879
4169	145.863	43.409
4170	775.109	36.706
4171	-1	-1
4172	561.562	26.1179
4173	-1	-1
4174	253.165	17.4841
4175	-1	-1
4176	487.748	33.1778
4177	156.591	28.9059
4178	1562.8	55.4183
4179	452.724	37.6457
4180	1740.02	35.8438
4181	555.668	43.2201
4182	1874.55	29.6266
4183	567.01	41.5921
4184	872.114	35.7556
4185	323.139	22.9912
4186	1149.01	34.7928
4187	214.208	22.0305
4188	1337.76	47.6699
4189	343.673	29.4345
4190	1205.13	27.3948
4191	323.132	24.4125
4192	1126	42.6161
4193	279.904	28.6387
4194	898.002	31.6521
4195	231.181	22.2198
4196	1000.87	49.6566
4197	239.983	28.336
4198	926.193	27.3231
4199	246.06	25.2264
4200	282.365	40.6207
4201	-1	-1
4202	367.276	26.8403
4203	-1	-1
4204	815.481	37.3716
4205	203.465	20.6207
4206	848.143	39.1165
4207	184.374	21.7764
4208	693.014	31.161
4209	190.819	21.1394
4210	617.442	32.4406
4211	-1	-1
4212	-1	-1
4213	-1	-1
4214	503.471	26.3376
4215	-1	-1
4216	695.368	20.3608
4217	153.072	14.0717
4218	688.178	31.866
4219	140.019	21.0228
4220	752.575	25.4556
4221	132.105	18.2462
4222	212.542	36.2248
4223	-1	-1
4224	420.245	30.251
4225	-1	-1
4226	888.694	33.8565
4227	423.73	37.4756
4228	1486.46	53.1609
4229	367.885	22.0327
4230	-1	-1
4231	301.792	21.2027
4232	1416.12	30.9313
4233	377.849	45.1334
4234	1256.03	28.9934
4235	430.494	35.4357
4236	-1	-1
4237	-1	-1
4238	1313.24	69.2871
4239	439.907	33.2796
4240	870.562	31.2521
4241	272.346	34.1695
4242	853.418	39.732
4243	208.398	29.9022
4244	1113.85	26.0406
4245	423.911	34.5932
4246	909.096	22.8474
4247	190.016	17.7052
4248	1020.57	41.3686
4249	229.902	22.4443
4250	1097.18	32.8043
4251	205.45	29.8403
4252	755.511	46.0575
4253	178.542	28.8679
4254	770.427	31.6266
4255	163.579	35.8595
4256	1079.18	38.3014
4257	274.119	29.7811
4258	1053.77	42.8855
4259	277.295	34.0102
4260	1018.29	46.6618
4261	164.126	22.3417
4262	929.639	37.8138
4263	162.262	26.2314
4264	574.964	26.0426
4265	-1	-1
4266	642.803	45.2721
4267	-1	-1
4268	596.653	28.2707
4269	-1	-1
4270	182.152	36.2862
4271	-1	-1
4272	567.669	38.5615
4273	179.479	15.2201
4274	1689.42	28.142
4275	401.994	17.9779
4276	2095.02	34.2094
4277	490.687	22.9132
4278	1922.22	45.8231
4279	437.351	28.395
4280	1435.28	55.0645
4281	299.423	33.8044
4282	-1	-1
4283	268.453	30.923
4284	1187.32	40.6653
4285	279.467	27.583
4286	1132.53	46.9859
4287	277.39	22.5401
4288	1246.03	39.7637
4289	280.68	26.1458
4290	1116.73	48.1337
4291	291.985	37.8272
4292	1067.64	22.503
4293	291.049	20.1426
4294	1137.29	37.9432
4295	243.253	27.1271
4296	968.574	31.6666
4297	208.903	20.955
4298	1165.91	38.2267
4299	416.93	33.6654
4300	983.384	57.8625
4301	191.719	16.1795
4302	945.216	32.6886
4303	165.904	19.2813
4304	784.64	40.6252
4305	158.384	24.5869
4306	657.544	28.7204
4307	-1	-1
4308	777.765	26.3714
4309	-1	-1
4310	617.59	36.2001
4311	-1	-1
4312	706.807	24.0587
4313	-1	-1
4314	803.932	33.7008
4315	-1	-1
4316	559.697	37.2479
4317	129.583	24.124
4318	266.253	38.4146
4319	-1	-1
4320	-1	-1
4321	-1	-1
4322	865.331	38.1466
4323	166.091	27.7074
4324	1917.16	46.9618
4325	439.205	29.8207
4326	1486.99	21.626
4327	382.877	20.913
4328	2173.27	32.0346
4329	519.918	31.6241
4330	2156.65	46.9766
4331	492.396	34.9494
4332	2071.14	38.3531
4333	359.896	28.7597
4334	2495.75	33.9221
4335	458.994	34.3004
4336	1620.93	36.0706
4337	342.053	31.3853
4338	1368.54	38.0653
4339	247.908	25.8791
4340	1276.55	37.716
4341	267.074	35.1296
4342	1442.11	51.7135
4343	261.474	21.1065
4344	1190.5	41.2953
4345	186.576	25.4401
4346	1199.58	34.364
4347	221.007	32.1061
4348	863.577	47.935
4349	180.412	28.5143
4350	1094.23	41.4564
4351	209.71	21.3526
4352	1344.78	30.7738
4353	187.63	10.9862
4354	1044.72	44.089
4355	180.577	23.387
4356	1446.13	30.837
4357	208.889	33.7282
4358	1328.48	30.4122
4359	157.912	24.5072
4360	762.137	41.8709
4361	-1	-1
4362	824.233	28.6696
4363	-1	-1
4364	502.694	22.1693
4365	-1	-1
4366	155.755	26.7791
4367	-1	-1
4368	411.865	28.5336
4369	-1	-1
4370	645.669	35.235
4371	358.206	18.1984
4372	104.642	41.0509
4373	261.814	43.0948
4374	709.459	35.8584
4375	430.171	15.92
4376	762.545	40.9121
4377	212.322	27.7271
4378	760.374	34.1991
4379	218.036	35.368
4380	794.829	44.1588
4381	285.662	34.6896
4382	612.226	43.9882
4383	230.422	30.8242
4384	618.077	29.634
4385	232.819	20.0305
4386	718.929	28.2382
4387	173.44	29.1699
4388	610.971	45.7895
4389	179.314	24.4196
4390	578.461	28.762
4391	165.199	25.592
4392	676.789	44.1886
4393	195.32	19.0194
4394	531.784	14.194
4395	219.755	31.0049
4396	635.417	38.7115
4397	132.15	50.7311
4398	424.995	50.2072
4399	151.53	24.0512
4400	355.332	36.7945
4401	-1	-1
4402	470.824	40.1675
4403	145.427	25.5928
4404	502.834	26.7787
4405	-1	-1
4406	404.484	60.1793
4407	131.336	26.8707
4408	443.204	27.6692
4409	139.232	31.3828
4410	355.212	26.7953
4411	-1	-1
4412	435.968	33.5563
4413	-1	-1
4414	280.388	19.3436
4415	-1	-1
4416	529.344	36.5614
4417	-1	-1
4418	472.401	53.257
4419	135.844	12.813
4420	948.903	35.7303
4421	-1	-1
4422	983.032	34.1422
4423	222.539	31.9132
4424	1380.38	27.7459
4425	155.008	21.9224
4426	1384.75	26.5773
4427	167.244	22.087
4428	1320.18	39.0277
4429	208.421	48.6573
4430	1453.16	26.4783
4431	205.689	36.3437
4432	805.642	28.9473
4433	132.603	33.6251
4434	777.663	33.3171
4435	-1	-1
4436	768.54	22.0082
4437	-1	-1
4438	934.063	35.5136
4439	-1	-1
4440	767.245	45.6765
4441	-1	-1
4442	862.767	37.2883
4443	-1	-1
4444	893.749	32.5551
4445	-1	-1
4446	740.589	34.6409
4447	-1	-1
4448	719.801	40.6385
4449	-1	-1
4450	733.254	27.104
4451	-1	-1
4452	818.083	37.4977
4453	-1	-1
4454	915.437	39.4991
4455	-1	-1
4456	1179.67	84.043
4457	-1	-1
4458	424.258	28.9339
4459	-1	-1
4460	406.148	23.6848
4461	-1	-1
4462	-1	-1
4463	-1	-1
4464	700.504	39.2032
4465	-1	-1
4466	1585.09	53.4692
4467	147.051	21.8077
4468	2258.24	55.3245
4469	183.702	16.0161
4470	2680.89	83.4941
4471	328.897	27.4536
4472	1761.79	50.6048
4473	178.554	18.8091
4474	1667.85	26.1295
4475	178.915	24.1021
4476	1529.28	43.5605
4477	161.757	10.352
4478	1781.44	32.5848
4479	212.153	20.568
4480	1727.65	25.7192
4481	189.423	27.7057
4482	1582.24	41.4531
4483	191.16	21.522
4484	1440.53	25.8711
4485	-1	-1
4486	1418.88	43.671
4487	143.874	22.5002
4488	1433.69	28.4032
4489	146.826	25.7449
4490	1341.95	29.9664
4491	-1	-1
4492	1465.79	27.5348
4493	134.046	22.2001
4494	1894.44	25.4338
4495	-1	-1
4496	1098.99	34.0651
4497	-1	-1
4498	957.254	28.8528
4499	-1	-1
4500	1260.89	40.2373
4501	-1	-1
4502	1228.91	28.7258
4503	-1	-1
4504	1157.58	40.0892
4505	-1	-1
4506	1464.35	49.4858
4507	-1	-1
4508	1331.41	41.9067
4509	-1	-1
4510	405.956	36.76
4511	-1	-1
4512	775.649	39.7331
4513	-1	-1
4514	2070.31	49.6547
4515	330.583	25.0076
4516	-1	-1
4517	336.111	22.4956
4518	3196.96	49.9373
4519	501.5	20.9574
4520	3256.83	81.1556
4521	434.278	17.3313
4522	2470.78	33.6808
4523	329.288	28.1123
4524	3105.91	39.7259
4525	479.299	47.1934
4526	2368.08	37.6036
4527	428.268	30.0809
4528	2167.05	40.8883
4529	470.639	42.1832
4530	-1	-1
4531	552.814	30.6255
4532	-1	-1
4533	221.368	25.5189
4534	1742.46	42.7979
4535	312.563	39.3995
4536	1873.3	37.9428
4537	294.769	26.6878
4538	-1	-1
4539	216.37	20.739
4540	1668.23	33.55
4541	317.832	19.5434
4542	2136.61	47.6797
4543	-1	-1
4544	1764.45	38.2621
4545	331.074	27.7121
4546	1881.25	43.7809
4547	248.691	22.124
4548	2105.35	68.4281
4549	191.254	23.3535
4550	1786.76	41.6696
4551	168.667	27.8019
4552	1503.47	55.435
4553	-1	-1
4554	1204.22	47.759
4555	-1	-1
4556	1015.17	28.8503
4557	-1	-1
4558	254.225	26.8899
4559	-1	-1
4560	802.197	34.7936
4561	-1	-1
4562	3105.92	50.2101
4563	230.857	50.2827
4564	3011.74	47.0194
4565	363.906	26.3138
4566	2269.12	49.7558
4567	347.715	26.0873
4568	3546.22	68.3523
4569	-1	-1
4570	3304.94	36.4877
4571	755.345	30.3906
4572	2744.42	41.317
4573	418.902	33.5115
4574	4212.59	50.8581
4575	518.679	25.2405
4576	3545.73	42.5405
4577	449.622	22.6504
4578	3806.95	54.9249
4579	442.544	28.7021
4580	3935.89	60.5262
4581	441.34	38.4401
4582	3739.79	46.4347
4583	402.767	20.6724
4584	1185.4	27.0827
4585	237.196	13.8472
4586	1534.51	38.1119
4587	156.848	21.5089
4588	1404.21	37.5999
4589	338.641	25.9336
4590	1411.3	50.3541
4591	357.834	29.5259
4592	2107.33	45.278
4593	-1	-1
4594	2934.2	61.2697
4595	171.883	25.0822
4596	-1	-1
4597	-1	-1
4598	2142.85	40.948
4599	281.621	26.0413
4600	1321.59	43.9761
